location,x_coord,y_coord,z_coord,orientation
PAL0163100102,75700,51200,0,2
PAL0163100103,75700,52100,0,2
PAL0163100301,75700,50300,1500,2
PAL0163100302,75700,51200,1500,2
PAL0163100303,75700,52100,1500,2
PAL0163100501,75700,50300,3000,2
PAL0163100502,75700,51200,3000,2
PAL0163100503,75700,52100,3000,2
PAL0163100701,75700,50300,4500,2
PAL0163100702,75700,51200,4500,2
PAL0163100703,75700,52100,4500,2
PAL0163100901,75700,50300,6000,2
PAL0163100902,75700,51200,6000,2
PAL0163100903,75700,52100,6000,2
PAL0163101101,75700,50300,7500,2
PAL0163101102,75700,51200,7500,2
PAL0163101103,75700,52100,7500,2
PAL0163101301,75700,50300,9000,2
PAL0163101302,75700,51200,9000,2
PAL0163101303,75700,52100,9000,2
PAL0163101501,75700,50300,10500,2
PAL0163101502,75700,51200,10500,2
PAL0163101503,75700,52100,10500,2
PAL0163110101,71000,53000,0,4
PAL0163110102,71000,53900,0,4
PAL0163110103,71000,54800,0,4
PAL0163110301,71000,53000,1500,4
PAL0163110302,71000,53900,1500,4
PAL0163110303,71000,54800,1500,4
PAL0163110501,71000,53000,3000,4
PAL0163110502,71000,53900,3000,4
PAL0163110503,71000,54800,3000,4
PAL0163110701,71000,53000,4500,4
PAL0163110702,71000,53900,4500,4
PAL0163110703,71000,54800,4500,4
PAL0163110901,71000,53000,6000,4
PAL0163110902,71000,53900,6000,4
PAL0163110903,71000,54800,6000,4
PAL0163111101,71000,53000,7500,4
PAL0163111102,71000,53900,7500,4
PAL0163111103,71000,54800,7500,4
PAL0163111301,71000,53000,9000,4
PAL0163111302,71000,53900,9000,4
PAL0163111303,71000,54800,9000,4
PAL0163111501,71000,53000,10500,4
PAL0163111502,71000,53900,10500,4
PAL0163111503,71000,54800,10500,4
PAL0163120101,75700,53000,0,2
PAL0163120102,75700,53900,0,2
PAL0163120103,75700,54800,0,2
PAL0163120301,75700,53000,1500,2
PAL0163120302,75700,53900,1500,2
PAL0163120303,75700,54800,1500,2
PAL0163120501,75700,53000,3000,2
PAL0163120502,75700,53900,3000,2
PAL0163120503,75700,54800,3000,2
PAL0163120701,75700,53000,4500,2
PAL0163120702,75700,53900,4500,2
PAL0163120703,75700,54800,4500,2
PAL0163120901,75700,53000,6000,2
PAL0163120902,75700,53900,6000,2
PAL0163120903,75700,54800,6000,2
PAL0163121101,75700,53000,7500,2
PAL0163121102,75700,53900,7500,2
PAL0163121103,75700,54800,7500,2
PAL0163121301,75700,53000,9000,2
PAL0163121302,75700,53900,9000,2
PAL0163121303,75700,54800,9000,2
PAL0163121501,75700,53000,10500,2
PAL0163121502,75700,53900,10500,2
PAL0163121503,75700,54800,10500,2
PAL0163130101,71000,55700,0,4
PAL0163130102,71000,56600,0,4
PAL0163130103,71000,57500,0,4
PAL0163130301,71000,55700,1500,4
PAL0163130302,71000,56600,1500,4
PAL0163130303,71000,57500,1500,4
PAL0163130501,71000,55700,3000,4
PAL0163130502,71000,56600,3000,4
PAL0163130503,71000,57500,3000,4
PAL0163130701,71000,55700,4500,4
PAL0163130702,71000,56600,4500,4
PAL0163130703,71000,57500,4500,4
PAL0163130901,71000,55700,6000,4
PAL0163130902,71000,56600,6000,4
PAL0163130903,71000,57500,6000,4
PAL0163131101,71000,55700,7500,4
PAL0163131102,71000,56600,7500,4
PAL0163131103,71000,57500,7500,4
PAL0163131301,71000,55700,9000,4
PAL0163131302,71000,56600,9000,4
PAL0163131303,71000,57500,9000,4
PAL0163131501,71000,55700,10500,4
PAL0163131502,71000,56600,10500,4
PAL0163131503,71000,57500,10500,4
PAL0163140101,75700,55700,0,2
PAL0163140102,75700,56600,0,2
PAL0163140103,75700,57500,0,2
PAL0163140301,75700,55700,1500,2
PAL0163140302,75700,56600,1500,2
PAL0163140303,75700,57500,1500,2
PAL0163140501,75700,55700,3000,2
PAL0163140502,75700,56600,3000,2
PAL0163140503,75700,57500,3000,2
PAL0163140701,75700,55700,4500,2
PAL0163140702,75700,56600,4500,2
PAL0163140703,75700,57500,4500,2
PAL0163140901,75700,55700,6000,2
PAL0163140902,75700,56600,6000,2
PAL0163140903,75700,57500,6000,2
PAL0163141101,75700,55700,7500,2
PAL0163141102,75700,56600,7500,2
PAL0163141103,75700,57500,7500,2
PAL0163141301,75700,55700,9000,2
PAL0163141302,75700,56600,9000,2
PAL0163141303,75700,57500,9000,2
PAL0163141501,75700,55700,10500,2
PAL0163141502,75700,56600,10500,2
PAL0163141503,75700,57500,10500,2
PAL0163150101,71000,58400,0,4
PAL0163150102,71000,59300,0,4
PAL0163150301,71000,58400,1500,4
PAL0163150302,71000,59300,1500,4
PAL0163150501,71000,58400,3000,4
PAL0163150502,71000,59300,3000,4
PAL0163150701,71000,58400,4500,4
PAL0163150702,71000,59300,4500,4
PAL0163150901,71000,58400,6000,4
PAL0163150902,71000,59300,6000,4
PAL0163151101,71000,58400,7500,4
PAL0163151102,71000,59300,7500,4
PAL0163151301,71000,58400,9000,4
PAL0163151302,71000,59300,9000,4
PAL0163151501,71000,58400,10500,4
PAL0163151502,71000,59300,10500,4
PAL0163160102,75700,59300,0,2
PAL0163160103,75700,60200,0,2
PAL0163160302,75700,59300,1500,2
PAL0163160303,75700,60200,1500,2
PAL0163160502,75700,59300,3000,2
PAL0163160503,75700,60200,3000,2
PAL0163160702,75700,59300,4500,2
PAL0163160703,75700,60200,4500,2
PAL0163160902,75700,59300,6000,2
PAL0163160903,75700,60200,6000,2
PAL0163161102,75700,59300,7500,2
PAL0163161103,75700,60200,7500,2
PAL0163161302,75700,59300,9000,2
PAL0163161303,75700,60200,9000,2
PAL0163161502,75700,59300,10500,2
PAL0163161503,75700,60200,10500,2
PAL0172010101,77000,0,0,4
PAL0172010102,77000,900,0,4
PAL0172010103,77000,1800,0,4
PAL0172010302,77000,900,1500,4
PAL0172010303,77000,1800,1500,4
PAL0172010501,77000,0,3000,4
PAL0172010502,77000,900,3000,4
PAL0172010503,77000,1800,3000,4
PAL0172010701,77000,0,4500,4
PAL0172010702,77000,900,4500,4
PAL0172010703,77000,1800,4500,4
PAL0172010901,77000,0,6000,4
PAL0172010902,77000,900,6000,4
PAL0172010903,77000,1800,6000,4
PAL0172011101,77000,0,7500,4
PAL0172011102,77000,900,7500,4
PAL0172011103,77000,1800,7500,4
PAL0172011301,77000,0,9000,4
PAL0172011302,77000,900,9000,4
PAL0172011303,77000,1800,9000,4
PAL0172011501,77000,0,10500,4
PAL0172011502,77000,900,10500,4
PAL0172011503,77000,1800,10500,4
PAL0172020101,81700,0,0,2
PAL0172020102,81700,900,0,2
PAL0172020103,81700,1800,0,2
PAL0172020301,81700,0,1500,2
PAL0172020302,81700,900,1500,2
PAL0172020303,81700,1800,1500,2
PAL0172020501,81700,0,3000,2
PAL0172020502,81700,900,3000,2
PAL0172020503,81700,1800,3000,2
PAL0172020701,81700,0,4500,2
PAL0172020702,81700,900,4500,2
PAL0172020703,81700,1800,4500,2
PAL0172020901,81700,0,6000,2
PAL0172020902,81700,900,6000,2
PAL0172020903,81700,1800,6000,2
PAL0172021101,81700,0,7500,2
PAL0172021102,81700,900,7500,2
PAL0172021103,81700,1800,7500,2
PAL0172021301,81700,0,9000,2
PAL0172021302,81700,900,9000,2
PAL0172021303,81700,1800,9000,2
PAL0172021501,81700,0,10500,2
PAL0172021502,81700,900,10500,2
PAL0172021503,81700,1800,10500,2
PAL0172030101,77000,2700,0,4
PAL0172030102,77000,3600,0,4
PAL0172030103,77000,4500,0,4
PAL0172030301,77000,2700,1500,4
PAL0172030302,77000,3600,1500,4
PAL0172030303,77000,4500,1500,4
PAL0172030501,77000,2700,3000,4
PAL0172030502,77000,3600,3000,4
PAL0172030503,77000,4500,3000,4
PAL0172030701,77000,2700,4500,4
PAL0172030702,77000,3600,4500,4
PAL0172030703,77000,4500,4500,4
PAL0172030901,77000,2700,6000,4
PAL0172030902,77000,3600,6000,4
PAL0172030903,77000,4500,6000,4
PAL0172031101,77000,2700,7500,4
PAL0172031102,77000,3600,7500,4
PAL0172031103,77000,4500,7500,4
PAL0172031301,77000,2700,9000,4
PAL0172031302,77000,3600,9000,4
PAL0172031303,77000,4500,9000,4
PAL0172031501,77000,2700,10500,4
PAL0172031502,77000,3600,10500,4
PAL0172031503,77000,4500,10500,4
PAL0172040103,81700,4500,0,2
PAL0172040303,81700,4500,1500,2
PAL0172040503,81700,4500,3000,2
PAL0172040703,81700,4500,4500,2
PAL0172040903,81700,4500,6000,2
PAL0172041103,81700,4500,7500,2
PAL0172041303,81700,4500,9000,2
PAL0172041503,81700,4500,10500,2
PAL0172050101,77000,5400,0,4
PAL0172050102,77000,6300,0,4
PAL0172050103,77000,7200,0,4
PAL0172050301,77000,5400,1500,4
PAL0172050302,77000,6300,1500,4
PAL0172050303,77000,7200,1500,4
PAL0172050501,77000,5400,3000,4
PAL0172050502,77000,6300,3000,4
PAL0172050503,77000,7200,3000,4
PAL0172050701,77000,5400,4500,4
PAL0172050702,77000,6300,4500,4
PAL0172050703,77000,7200,4500,4
PAL0172050901,77000,5400,6000,4
PAL0172050902,77000,6300,6000,4
PAL0172050903,77000,7200,6000,4
PAL0172051101,77000,5400,7500,4
PAL0172051102,77000,6300,7500,4
PAL0172051103,77000,7200,7500,4
PAL0172051301,77000,5400,9000,4
PAL0172051302,77000,6300,9000,4
PAL0172051303,77000,7200,9000,4
PAL0172051501,77000,5400,10500,4
PAL0172051502,77000,6300,10500,4
PAL0172051503,77000,7200,10500,4
PAL0172060101,81700,5400,0,2
PAL0172060102,81700,6300,0,2
PAL0172060103,81700,7200,0,2
PAL0172060301,81700,5400,1500,2
PAL0172060302,81700,6300,1500,2
PAL0172060303,81700,7200,1500,2
PAL0172060501,81700,5400,3000,2
PAL0172060502,81700,6300,3000,2
PAL0172060503,81700,7200,3000,2
PAL0172060701,81700,5400,4500,2
PAL0172060702,81700,6300,4500,2
PAL0172060703,81700,7200,4500,2
PAL0172060901,81700,5400,6000,2
PAL0172060902,81700,6300,6000,2
PAL0172060903,81700,7200,6000,2
PAL0172061101,81700,5400,7500,2
PAL0172061102,81700,6300,7500,2
PAL0172061103,81700,7200,7500,2
PAL0172061301,81700,5400,9000,2
PAL0172061302,81700,6300,9000,2
PAL0172061303,81700,7200,9000,2
PAL0172061501,81700,5400,10500,2
PAL0172061502,81700,6300,10500,2
PAL0172061503,81700,7200,10500,2
PAL0172070101,77000,8100,0,4
PAL0172070102,77000,9000,0,4
PAL0172070103,77000,9900,0,4
PAL0172070301,77000,8100,1500,4
PAL0172070302,77000,9000,1500,4
PAL0172070303,77000,9900,1500,4
PAL0172070501,77000,8100,3000,4
PAL0172070502,77000,9000,3000,4
PAL0172070503,77000,9900,3000,4
PAL0172070701,77000,8100,4500,4
PAL0172070702,77000,9000,4500,4
PAL0172070703,77000,9900,4500,4
PAL0172070901,77000,8100,6000,4
PAL0172070902,77000,9000,6000,4
PAL0172070903,77000,9900,6000,4
PAL0172071101,77000,8100,7500,4
PAL0172071102,77000,9000,7500,4
PAL0172071103,77000,9900,7500,4
PAL0172071301,77000,8100,9000,4
PAL0172071302,77000,9000,9000,4
PAL0172071303,77000,9900,9000,4
PAL0172071501,77000,8100,10500,4
PAL0172071502,77000,9000,10500,4
PAL0172071503,77000,9900,10500,4
PAL0172080101,81700,8100,0,2
PAL0172080102,81700,9000,0,2
PAL0172080103,81700,9900,0,2
PAL0172080301,81700,8100,1500,2
PAL0172080302,81700,9000,1500,2
PAL0172080303,81700,9900,1500,2
PAL0172080501,81700,8100,3000,2
PAL0172080502,81700,9000,3000,2
PAL0172080503,81700,9900,3000,2
PAL0172080701,81700,8100,4500,2
PAL0172080702,81700,9000,4500,2
PAL0172080703,81700,9900,4500,2
PAL0172080901,81700,8100,6000,2
PAL0172080902,81700,9000,6000,2
PAL0172080903,81700,9900,6000,2
PAL0172081101,81700,8100,7500,2
PAL0172081102,81700,9000,7500,2
PAL0172081103,81700,9900,7500,2
PAL0172081301,81700,8100,9000,2
PAL0172081302,81700,9000,9000,2
PAL0172081303,81700,9900,9000,2
PAL0172081501,81700,8100,10500,2
PAL0172081502,81700,9000,10500,2
PAL0172081503,81700,9900,10500,2
PAL0172090101,77000,10800,0,4
PAL0172090102,77000,11700,0,4
PAL0172090103,77000,12600,0,4
PAL0172090301,77000,10800,1500,4
PAL0172090302,77000,11700,1500,4
PAL0172090303,77000,12600,1500,4
PAL0172090501,77000,10800,3000,4
PAL0172090502,77000,11700,3000,4
PAL0172090503,77000,12600,3000,4
PAL0172090701,77000,10800,4500,4
PAL0172090702,77000,11700,4500,4
PAL0172090703,77000,12600,4500,4
PAL0172090901,77000,10800,6000,4
PAL0172090902,77000,11700,6000,4
PAL0172090903,77000,12600,6000,4
PAL0172091101,77000,10800,7500,4
PAL0172091102,77000,11700,7500,4
PAL0172091103,77000,12600,7500,4
PAL0172091301,77000,10800,9000,4
PAL0172091302,77000,11700,9000,4
PAL0172091303,77000,12600,9000,4
PAL0172091501,77000,10800,10500,4
PAL0172091502,77000,11700,10500,4
PAL0172091503,77000,12600,10500,4
PAL0172100101,81700,10800,0,2
PAL0172100102,81700,11700,0,2
PAL0172100103,81700,12600,0,2
PAL0172100301,81700,10800,1500,2
PAL0172100302,81700,11700,1500,2
PAL0172100303,81700,12600,1500,2
PAL0172100501,81700,10800,3000,2
PAL0172100502,81700,11700,3000,2
PAL0172100503,81700,12600,3000,2
PAL0172100701,81700,10800,4500,2
PAL0172100702,81700,11700,4500,2
PAL0172100703,81700,12600,4500,2
PAL0172100901,81700,10800,6000,2
PAL0172100902,81700,11700,6000,2
PAL0172100903,81700,12600,6000,2
PAL0172101101,81700,10800,7500,2
PAL0172101102,81700,11700,7500,2
PAL0172101103,81700,12600,7500,2
PAL0172101301,81700,10800,9000,2
PAL0172101302,81700,11700,9000,2
PAL0172101303,81700,12600,9000,2
PAL0172101501,81700,10800,10500,2
PAL0172101502,81700,11700,10500,2
PAL0172101503,81700,12600,10500,2
PAL0172110101,77000,13500,0,4
PAL0172110102,77000,14400,0,4
PAL0172110103,77000,15300,0,4
PAL0172110301,77000,13500,1500,4
PAL0172110302,77000,14400,1500,4
PAL0172110303,77000,15300,1500,4
PAL0172110501,77000,13500,3000,4
PAL0172110502,77000,14400,3000,4
PAL0172110503,77000,15300,3000,4
PAL0172110701,77000,13500,4500,4
PAL0172110702,77000,14400,4500,4
PAL0172110703,77000,15300,4500,4
PAL0172110901,77000,13500,6000,4
PAL0172110902,77000,14400,6000,4
PAL0172110903,77000,15300,6000,4
PAL0172111101,77000,13500,7500,4
PAL0172111102,77000,14400,7500,4
PAL0172111103,77000,15300,7500,4
PAL0172111301,77000,13500,9000,4
PAL0172111302,77000,14400,9000,4
PAL0172111303,77000,15300,9000,4
PAL0172111501,77000,13500,10500,4
PAL0172111502,77000,14400,10500,4
PAL0172111503,77000,15300,10500,4
PAL0172120101,81700,13500,0,2
PAL0172120102,81700,14400,0,2
PAL0172120103,81700,15300,0,2
PAL0172120301,81700,13500,1500,2
PAL0172120302,81700,14400,1500,2
PAL0172120303,81700,15300,1500,2
PAL0172120501,81700,13500,3000,2
PAL0172120502,81700,14400,3000,2
PAL0172120503,81700,15300,3000,2
PAL0172120701,81700,13500,4500,2
PAL0172120702,81700,14400,4500,2
PAL0172120703,81700,15300,4500,2
PAL0172120901,81700,13500,6000,2
PAL0172120902,81700,14400,6000,2
PAL0172120903,81700,15300,6000,2
PAL0172121101,81700,13500,7500,2
PAL0172121102,81700,14400,7500,2
PAL0172121103,81700,15300,7500,2
PAL0172121301,81700,13500,9000,2
PAL0172121302,81700,14400,9000,2
PAL0172121303,81700,15300,9000,2
PAL0172121501,81700,13500,10500,2
PAL0172121502,81700,14400,10500,2
PAL0172121503,81700,15300,10500,2
PAL0172130101,77000,16200,0,4
PAL0172130102,77000,17100,0,4
PAL0172130103,77000,18000,0,4
PAL0172130301,77000,16200,1500,4
PAL0172130302,77000,17100,1500,4
PAL0172130303,77000,18000,1500,4
PAL0172130501,77000,16200,3000,4
PAL0172130502,77000,17100,3000,4
PAL0172130503,77000,18000,3000,4
PAL0172130701,77000,16200,4500,4
PAL0172130702,77000,17100,4500,4
PAL0172130703,77000,18000,4500,4
PAL0172130901,77000,16200,6000,4
PAL0172130902,77000,17100,6000,4
PAL0172130903,77000,18000,6000,4
PAL0172131101,77000,16200,7500,4
PAL0172131102,77000,17100,7500,4
PAL0172131103,77000,18000,7500,4
PAL0172131301,77000,16200,9000,4
PAL0172131302,77000,17100,9000,4
PAL0172131303,77000,18000,9000,4
PAL0172131501,77000,16200,10500,4
PAL0172131502,77000,17100,10500,4
PAL0172131503,77000,18000,10500,4
PAL0172140101,81700,16200,0,2
PAL0172140102,81700,17100,0,2
PAL0172140103,81700,18000,0,2
PAL0172140301,81700,16200,1500,2
PAL0172140302,81700,17100,1500,2
PAL0172140303,81700,18000,1500,2
PAL0172140501,81700,16200,3000,2
PAL0172140502,81700,17100,3000,2
PAL0172140503,81700,18000,3000,2
PAL0172140701,81700,16200,4500,2
PAL0172140702,81700,17100,4500,2
PAL0172140703,81700,18000,4500,2
PAL0172140901,81700,16200,6000,2
PAL0172140902,81700,17100,6000,2
PAL0172140903,81700,18000,6000,2
PAL0172141101,81700,16200,7500,2
PAL0172141102,81700,17100,7500,2
PAL0172141103,81700,18000,7500,2
PAL0172141301,81700,16200,9000,2
PAL0172141302,81700,17100,9000,2
PAL0172141303,81700,18000,9000,2
PAL0172141501,81700,16200,10500,2
PAL0172141502,81700,17100,10500,2
PAL0172141503,81700,18000,10500,2
PAL0172150101,77000,18900,0,4
PAL0172150102,77000,19800,0,4
PAL0172150103,77000,20700,0,4
PAL0172150301,77000,18900,1500,4
PAL0172150302,77000,19800,1500,4
PAL0172150303,77000,20700,1500,4
PAL0172150501,77000,18900,3000,4
PAL0172150502,77000,19800,3000,4
PAL0172150503,77000,20700,3000,4
PAL0172150701,77000,18900,4500,4
PAL0172150702,77000,19800,4500,4
PAL0172150703,77000,20700,4500,4
PAL0172150901,77000,18900,6000,4
PAL0172150902,77000,19800,6000,4
PAL0172150903,77000,20700,6000,4
PAL0172151101,77000,18900,7500,4
PAL0172151102,77000,19800,7500,4
PAL0172151103,77000,20700,7500,4
PAL0172151301,77000,18900,9000,4
PAL0172151302,77000,19800,9000,4
PAL0172151303,77000,20700,9000,4
PAL0172151501,77000,18900,10500,4
PAL0172151502,77000,19800,10500,4
PAL0172151503,77000,20700,10500,4
PAL0172160101,81700,18900,0,2
PAL0172160102,81700,19800,0,2
PAL0172160103,81700,20700,0,2
PAL0172160301,81700,18900,1500,2
PAL0172160302,81700,19800,1500,2
PAL0172160303,81700,20700,1500,2
PAL0172160501,81700,18900,3000,2
PAL0172160502,81700,19800,3000,2
PAL0172160503,81700,20700,3000,2
PAL0172160701,81700,18900,4500,2
PAL0172160702,81700,19800,4500,2
PAL0172160703,81700,20700,4500,2
PAL0172160901,81700,18900,6000,2
PAL0172160902,81700,19800,6000,2
PAL0172160903,81700,20700,6000,2
PAL0172161101,81700,18900,7500,2
PAL0172161102,81700,19800,7500,2
PAL0172161103,81700,20700,7500,2
PAL0172161301,81700,18900,9000,2
PAL0172161302,81700,19800,9000,2
PAL0172161303,81700,20700,9000,2
PAL0172161501,81700,18900,10500,2
PAL0172161502,81700,19800,10500,2
PAL0172161503,81700,20700,10500,2
PAL0172170101,77000,21600,0,4
PAL0172170102,77000,22500,0,4
PAL0172170103,77000,23400,0,4
PAL0172170301,77000,21600,1500,4
PAL0172170302,77000,22500,1500,4
PAL0172170303,77000,23400,1500,4
PAL0172170501,77000,21600,3000,4
PAL0172170502,77000,22500,3000,4
PAL0172170503,77000,23400,3000,4
PAL0172170701,77000,21600,4500,4
PAL0172170702,77000,22500,4500,4
PAL0172170703,77000,23400,4500,4
PAL0172170901,77000,21600,6000,4
PAL0172170902,77000,22500,6000,4
PAL0172170903,77000,23400,6000,4
PAL0172171101,77000,21600,7500,4
PAL0172171102,77000,22500,7500,4
PAL0172171103,77000,23400,7500,4
PAL0172171301,77000,21600,9000,4
PAL0172171302,77000,22500,9000,4
PAL0172171303,77000,23400,9000,4
PAL0172171501,77000,21600,10500,4
PAL0172171502,77000,22500,10500,4
PAL0172171503,77000,23400,10500,4
PAL0172180101,81700,21600,0,2
PAL0172180102,81700,22500,0,2
PAL0172180103,81700,23400,0,2
PAL0172180301,81700,21600,1500,2
PAL0172180302,81700,22500,1500,2
PAL0172180303,81700,23400,1500,2
PAL0172180501,81700,21600,3000,2
PAL0172180502,81700,22500,3000,2
PAL0172180503,81700,23400,3000,2
PAL0172180701,81700,21600,4500,2
PAL0172180702,81700,22500,4500,2
PAL0172180703,81700,23400,4500,2
PAL0172180901,81700,21600,6000,2
PAL0172180902,81700,22500,6000,2
PAL0172180903,81700,23400,6000,2
PAL0172181101,81700,21600,7500,2
PAL0172181102,81700,22500,7500,2
PAL0172181103,81700,23400,7500,2
PAL0172181301,81700,21600,9000,2
PAL0172181302,81700,22500,9000,2
PAL0172181303,81700,23400,9000,2
PAL0172181501,81700,21600,10500,2
PAL0172181502,81700,22500,10500,2
PAL0172181503,81700,23400,10500,2
PAL0172190101,77000,24200,0,4
PAL0172190102,77000,25100,0,4
PAL0172190103,77000,26000,0,4
PAL0172190301,77000,24200,1500,4
PAL0172190302,77000,25100,1500,4
PAL0172190303,77000,26000,1500,4
PAL0172190501,77000,24200,3000,4
PAL0172190502,77000,25100,3000,4
PAL0172190503,77000,26000,3000,4
PAL0172190701,77000,24200,4500,4
PAL0172190702,77000,25100,4500,4
PAL0172190703,77000,26000,4500,4
PAL0172190901,77000,24200,6000,4
PAL0172190902,77000,25100,6000,4
PAL0172190903,77000,26000,6000,4
PAL0172191101,77000,24200,7500,4
PAL0172191102,77000,25100,7500,4
PAL0172191103,77000,26000,7500,4
PAL0172191301,77000,24200,9000,4
PAL0172191302,77000,25100,9000,4
PAL0172191303,77000,26000,9000,4
PAL0172191501,77000,24200,10500,4
PAL0172191502,77000,25100,10500,4
PAL0172191503,77000,26000,10500,4
PAL0172200101,81700,24200,0,2
PAL0172200102,81700,25100,0,2
PAL0172200103,81700,26000,0,2
PAL0172200301,81700,24200,1500,2
PAL0172200302,81700,25100,1500,2
PAL0172200303,81700,26000,1500,2
PAL0172200501,81700,24200,3000,2
PAL0172200502,81700,25100,3000,2
PAL0172200503,81700,26000,3000,2
PAL0172200701,81700,24200,4500,2
PAL0172200702,81700,25100,4500,2
PAL0172200703,81700,26000,4500,2
PAL0172200901,81700,24200,6000,2
PAL0172200902,81700,25100,6000,2
PAL0172200903,81700,26000,6000,2
PAL0172201101,81700,24200,7500,2
PAL0172201102,81700,25100,7500,2
PAL0172201103,81700,26000,7500,2
PAL0172201301,81700,24200,9000,2
PAL0172201302,81700,25100,9000,2
PAL0172201303,81700,26000,9000,2
PAL0172201501,81700,24200,10500,2
PAL0172201502,81700,25100,10500,2
PAL0172201503,81700,26000,10500,2
PAL0172210101,77000,26900,0,4
PAL0172210102,77000,27800,0,4
PAL0172210103,77000,28700,0,4
PAL0172210301,77000,26900,1500,4
PAL0172210302,77000,27800,1500,4
PAL0172210303,77000,28700,1500,4
PAL0172210501,77000,26900,3000,4
PAL0172210502,77000,27800,3000,4
PAL0172210503,77000,28700,3000,4
PAL0172210701,77000,26900,4500,4
PAL0172210702,77000,27800,4500,4
PAL0172210703,77000,28700,4500,4
PAL0172210901,77000,26900,6000,4
PAL0172210902,77000,27800,6000,4
PAL0172210903,77000,28700,6000,4
PAL0172211101,77000,26900,7500,4
PAL0172211102,77000,27800,7500,4
PAL0172211103,77000,28700,7500,4
PAL0172211301,77000,26900,9000,4
PAL0172211302,77000,27800,9000,4
PAL0172211303,77000,28700,9000,4
PAL0172211501,77000,26900,10500,4
PAL0172211502,77000,27800,10500,4
PAL0172211503,77000,28700,10500,4
PAL0172220101,81700,26900,0,2
PAL0172220102,81700,27800,0,2
PAL0172220103,81700,28700,0,2
PAL0172220301,81700,26900,1500,2
PAL0172220302,81700,27800,1500,2
PAL0172220303,81700,28700,1500,2
PAL0172220501,81700,26900,3000,2
PAL0172220502,81700,27800,3000,2
PAL0172220503,81700,28700,3000,2
PAL0172220701,81700,26900,4500,2
PAL0172220702,81700,27800,4500,2
PAL0172220703,81700,28700,4500,2
PAL0172220901,81700,26900,6000,2
PAL0172220902,81700,27800,6000,2
PAL0172220903,81700,28700,6000,2
PAL0172221101,81700,26900,7500,2
PAL0172221102,81700,27800,7500,2
PAL0172221103,81700,28700,7500,2
PAL0172221301,81700,26900,9000,2
PAL0172221302,81700,27800,9000,2
PAL0172221303,81700,28700,9000,2
PAL0172221501,81700,26900,10500,2
PAL0172221502,81700,27800,10500,2
PAL0172221503,81700,28700,10500,2
PAL0172230101,77000,29600,0,4
PAL0172230102,77000,30500,0,4
PAL0172230103,77000,31400,0,4
PAL0172230301,77000,29600,1500,4
PAL0172230302,77000,30500,1500,4
PAL0172230303,77000,31400,1500,4
PAL0172230501,77000,29600,3000,4
PAL0172230502,77000,30500,3000,4
PAL0172230503,77000,31400,3000,4
PAL0172230701,77000,29600,4500,4
PAL0172230702,77000,30500,4500,4
PAL0172230703,77000,31400,4500,4
PAL0172230901,77000,29600,6000,4
PAL0172230902,77000,30500,6000,4
PAL0172230903,77000,31400,6000,4
PAL0172231101,77000,29600,7500,4
PAL0172231102,77000,30500,7500,4
PAL0172231103,77000,31400,7500,4
PAL0172231301,77000,29600,9000,4
PAL0172231302,77000,30500,9000,4
PAL0172231303,77000,31400,9000,4
PAL0172231501,77000,29600,10500,4
PAL0172231502,77000,30500,10500,4
PAL0172231503,77000,31400,10500,4
PAL0172240101,81700,29600,0,2
PAL0172240102,81700,30500,0,2
PAL0172240103,81700,31400,0,2
PAL0172240301,81700,29600,1500,2
PAL0172240302,81700,30500,1500,2
PAL0172240303,81700,31400,1500,2
PAL0172240501,81700,29600,3000,2
PAL0172240502,81700,30500,3000,2
PAL0172240503,81700,31400,3000,2
PAL0172240701,81700,29600,4500,2
PAL0172240702,81700,30500,4500,2
PAL0172240703,81700,31400,4500,2
PAL0172240901,81700,29600,6000,2
PAL0172240902,81700,30500,6000,2
PAL0172240903,81700,31400,6000,2
PAL0172241101,81700,29600,7500,2
PAL0172241102,81700,30500,7500,2
PAL0172241103,81700,31400,7500,2
PAL0172241301,81700,29600,9000,2
PAL0172241302,81700,30500,9000,2
PAL0172241303,81700,31400,9000,2
PAL0172241501,81700,29600,10500,2
PAL0172241502,81700,30500,10500,2
PAL0172241503,81700,31400,10500,2
PAL0172250101,77000,32300,0,4
PAL0172250102,77000,33200,0,4
PAL0172250103,77000,34100,0,4
PAL0172250301,77000,32300,1500,4
PAL0172250302,77000,33200,1500,4
PAL0172250303,77000,34100,1500,4
PAL0172250501,77000,32300,3000,4
PAL0172250502,77000,33200,3000,4
PAL0172250503,77000,34100,3000,4
PAL0172250701,77000,32300,4500,4
PAL0172250702,77000,33200,4500,4
PAL0172250703,77000,34100,4500,4
PAL0172250901,77000,32300,6000,4
PAL0172250902,77000,33200,6000,4
PAL0172250903,77000,34100,6000,4
PAL0172251101,77000,32300,7500,4
PAL0172251102,77000,33200,7500,4
PAL0172251103,77000,34100,7500,4
PAL0172251301,77000,32300,9000,4
PAL0172251302,77000,33200,9000,4
PAL0172251303,77000,34100,9000,4
PAL0172251501,77000,32300,10500,4
PAL0172251502,77000,33200,10500,4
PAL0172251503,77000,34100,10500,4
PAL0172260101,81700,32300,0,2
PAL0172260103,81700,34100,0,2
PAL0172260301,81700,32300,1500,2
PAL0172260303,81700,34100,1500,2
PAL0172260503,81700,34100,3000,2
PAL0172260701,81700,32300,4500,2
PAL0172260703,81700,34100,4500,2
PAL0172260901,81700,32300,6000,2
