location,x_coord,y_coord,z_coord,orientation
PAL0183040701,87700,42200,4500,2
PAL0183040702,87700,43100,4500,2
PAL0183040703,87700,44000,4500,2
PAL0183040901,87700,42200,6000,2
PAL0183040902,87700,43100,6000,2
PAL0183040903,87700,44000,6000,2
PAL0183041101,87700,42200,7500,2
PAL0183041102,87700,43100,7500,2
PAL0183041103,87700,44000,7500,2
PAL0183041301,87700,42200,9000,2
PAL0183041302,87700,43100,9000,2
PAL0183041303,87700,44000,9000,2
PAL0183041501,87700,42200,10500,2
PAL0183041502,87700,43100,10500,2
PAL0183041503,87700,44000,10500,2
PAL0183050101,83000,44900,0,4
PAL0183050102,83000,45800,0,4
PAL0183050103,83000,46700,0,4
PAL0183050301,83000,44900,1500,4
PAL0183050302,83000,45800,1500,4
PAL0183050303,83000,46700,1500,4
PAL0183050501,83000,44900,3000,4
PAL0183050502,83000,45800,3000,4
PAL0183050503,83000,46700,3000,4
PAL0183050701,83000,44900,4500,4
PAL0183050702,83000,45800,4500,4
PAL0183050703,83000,46700,4500,4
PAL0183050901,83000,44900,6000,4
PAL0183050902,83000,45800,6000,4
PAL0183050903,83000,46700,6000,4
PAL0183051101,83000,44900,7500,4
PAL0183051102,83000,45800,7500,4
PAL0183051103,83000,46700,7500,4
PAL0183051301,83000,44900,9000,4
PAL0183051302,83000,45800,9000,4
PAL0183051303,83000,46700,9000,4
PAL0183051501,83000,44900,10500,4
PAL0183051502,83000,45800,10500,4
PAL0183051503,83000,46700,10500,4
PAL0183060101,87700,44900,0,2
PAL0183060102,87700,45800,0,2
PAL0183060103,87700,46700,0,2
PAL0183060301,87700,44900,1500,2
PAL0183060302,87700,45800,1500,2
PAL0183060303,87700,46700,1500,2
PAL0183060501,87700,44900,3000,2
PAL0183060502,87700,45800,3000,2
PAL0183060503,87700,46700,3000,2
PAL0183060701,87700,44900,4500,2
PAL0183060702,87700,45800,4500,2
PAL0183060703,87700,46700,4500,2
PAL0183060901,87700,44900,6000,2
PAL0183060902,87700,45800,6000,2
PAL0183060903,87700,46700,6000,2
PAL0183061101,87700,44900,7500,2
PAL0183061102,87700,45800,7500,2
PAL0183061103,87700,46700,7500,2
PAL0183061301,87700,44900,9000,2
PAL0183061302,87700,45800,9000,2
PAL0183061303,87700,46700,9000,2
PAL0183061501,87700,44900,10500,2
PAL0183061502,87700,45800,10500,2
PAL0183061503,87700,46700,10500,2
PAL0183070101,83000,47600,0,4
PAL0183070102,83000,48500,0,4
PAL0183070103,83000,49400,0,4
PAL0183070301,83000,47600,1500,4
PAL0183070302,83000,48500,1500,4
PAL0183070303,83000,49400,1500,4
PAL0183070501,83000,47600,3000,4
PAL0183070502,83000,48500,3000,4
PAL0183070503,83000,49400,3000,4
PAL0183070701,83000,47600,4500,4
PAL0183070702,83000,48500,4500,4
PAL0183070703,83000,49400,4500,4
PAL0183070901,83000,47600,6000,4
PAL0183070902,83000,48500,6000,4
PAL0183070903,83000,49400,6000,4
PAL0183071101,83000,47600,7500,4
PAL0183071102,83000,48500,7500,4
PAL0183071103,83000,49400,7500,4
PAL0183071301,83000,47600,9000,4
PAL0183071302,83000,48500,9000,4
PAL0183071303,83000,49400,9000,4
PAL0183071501,83000,47600,10500,4
PAL0183071502,83000,48500,10500,4
PAL0183071503,83000,49400,10500,4
PAL0183080101,87700,47600,0,2
PAL0183080102,87700,48500,0,2
PAL0183080103,87700,49400,0,2
PAL0183080301,87700,47600,1500,2
PAL0183080302,87700,48500,1500,2
PAL0183080303,87700,49400,1500,2
PAL0183080501,87700,47600,3000,2
PAL0183080502,87700,48500,3000,2
PAL0183080503,87700,49400,3000,2
PAL0183080701,87700,47600,4500,2
PAL0183080702,87700,48500,4500,2
PAL0183080703,87700,49400,4500,2
PAL0183080901,87700,47600,6000,2
PAL0183080902,87700,48500,6000,2
PAL0183080903,87700,49400,6000,2
PAL0183081101,87700,47600,7500,2
PAL0183081102,87700,48500,7500,2
PAL0183081103,87700,49400,7500,2
PAL0183081301,87700,47600,9000,2
PAL0183081302,87700,48500,9000,2
PAL0183081303,87700,49400,9000,2
PAL0183081501,87700,47600,10500,2
PAL0183081502,87700,48500,10500,2
PAL0183081503,87700,49400,10500,2
PAL0183090101,83000,50300,0,4
PAL0183090102,83000,51200,0,4
PAL0183090103,83000,52100,0,4
PAL0183090301,83000,50300,1500,4
PAL0183090302,83000,51200,1500,4
PAL0183090303,83000,52100,1500,4
PAL0183090501,83000,50300,3000,4
PAL0183090502,83000,51200,3000,4
PAL0183090503,83000,52100,3000,4
PAL0183090701,83000,50300,4500,4
PAL0183090702,83000,51200,4500,4
PAL0183090703,83000,52100,4500,4
PAL0183090901,83000,50300,6000,4
PAL0183090902,83000,51200,6000,4
PAL0183090903,83000,52100,6000,4
PAL0183091101,83000,50300,7500,4
PAL0183091102,83000,51200,7500,4
PAL0183091103,83000,52100,7500,4
PAL0183091301,83000,50300,9000,4
PAL0183091302,83000,51200,9000,4
PAL0183091303,83000,52100,9000,4
PAL0183091501,83000,50300,10500,4
PAL0183091502,83000,51200,10500,4
PAL0183091503,83000,52100,10500,4
PAL0183100101,87700,50300,0,2
PAL0183100102,87700,51200,0,2
PAL0183100103,87700,52100,0,2
PAL0183100301,87700,50300,1500,2
PAL0183100302,87700,51200,1500,2
PAL0183100303,87700,52100,1500,2
PAL0183100501,87700,50300,3000,2
PAL0183100502,87700,51200,3000,2
PAL0183100503,87700,52100,3000,2
PAL0183100701,87700,50300,4500,2
PAL0183100702,87700,51200,4500,2
PAL0183100703,87700,52100,4500,2
PAL0183100901,87700,50300,6000,2
PAL0183100902,87700,51200,6000,2
PAL0183100903,87700,52100,6000,2
PAL0183101101,87700,50300,7500,2
PAL0183101102,87700,51200,7500,2
PAL0183101103,87700,52100,7500,2
PAL0183101301,87700,50300,9000,2
PAL0183101302,87700,51200,9000,2
PAL0183101303,87700,52100,9000,2
PAL0183101501,87700,50300,10500,2
PAL0183101502,87700,51200,10500,2
PAL0183101503,87700,52100,10500,2
PAL0183110101,83000,53000,0,4
PAL0183110102,83000,53900,0,4
PAL0183110103,83000,54800,0,4
PAL0183110301,83000,53000,1500,4
PAL0183110302,83000,53900,1500,4
PAL0183110303,83000,54800,1500,4
PAL0183110501,83000,53000,3000,4
PAL0183110502,83000,53900,3000,4
PAL0183110503,83000,54800,3000,4
PAL0183110701,83000,53000,4500,4
PAL0183110702,83000,53900,4500,4
PAL0183110703,83000,54800,4500,4
PAL0183110901,83000,53000,6000,4
PAL0183110902,83000,53900,6000,4
PAL0183110903,83000,54800,6000,4
PAL0183111101,83000,53000,7500,4
PAL0183111102,83000,53900,7500,4
PAL0183111103,83000,54800,7500,4
PAL0183111301,83000,53000,9000,4
PAL0183111302,83000,53900,9000,4
PAL0183111303,83000,54800,9000,4
PAL0183111501,83000,53000,10500,4
PAL0183111502,83000,53900,10500,4
PAL0183111503,83000,54800,10500,4
PAL0183120101,87700,53000,0,2
PAL0183120102,87700,53900,0,2
PAL0183120103,87700,54800,0,2
PAL0183120301,87700,53000,1500,2
PAL0183120302,87700,53900,1500,2
PAL0183120303,87700,54800,1500,2
PAL0183120501,87700,53000,3000,2
PAL0183120502,87700,53900,3000,2
PAL0183120503,87700,54800,3000,2
PAL0183120701,87700,53000,4500,2
PAL0183120702,87700,53900,4500,2
PAL0183120703,87700,54800,4500,2
PAL0183120901,87700,53000,6000,2
PAL0183120902,87700,53900,6000,2
PAL0183120903,87700,54800,6000,2
PAL0183121101,87700,53000,7500,2
PAL0183121102,87700,53900,7500,2
PAL0183121103,87700,54800,7500,2
PAL0183121301,87700,53000,9000,2
PAL0183121302,87700,53900,9000,2
PAL0183121303,87700,54800,9000,2
PAL0183121501,87700,53000,10500,2
PAL0183121502,87700,53900,10500,2
PAL0183121503,87700,54800,10500,2
PAL0183130101,83000,55700,0,4
PAL0183130102,83000,56600,0,4
PAL0183130103,83000,57500,0,4
PAL0183130301,83000,55700,1500,4
PAL0183130302,83000,56600,1500,4
PAL0183130303,83000,57500,1500,4
PAL0183130501,83000,55700,3000,4
PAL0183130502,83000,56600,3000,4
PAL0183130503,83000,57500,3000,4
PAL0183130701,83000,55700,4500,4
PAL0183130702,83000,56600,4500,4
PAL0183130703,83000,57500,4500,4
PAL0183130901,83000,55700,6000,4
PAL0183130902,83000,56600,6000,4
PAL0183130903,83000,57500,6000,4
PAL0183131101,83000,55700,7500,4
PAL0183131102,83000,56600,7500,4
PAL0183131103,83000,57500,7500,4
PAL0183131301,83000,55700,9000,4
PAL0183131302,83000,56600,9000,4
PAL0183131303,83000,57500,9000,4
PAL0183131501,83000,55700,10500,4
PAL0183131502,83000,56600,10500,4
PAL0183131503,83000,57500,10500,4
PAL0183140101,87700,55700,0,2
PAL0183140102,87700,56600,0,2
PAL0183140103,87700,57500,0,2
PAL0183140301,87700,55700,1500,2
PAL0183140302,87700,56600,1500,2
PAL0183140303,87700,57500,1500,2
PAL0183140501,87700,55700,3000,2
PAL0183140502,87700,56600,3000,2
PAL0183140503,87700,57500,3000,2
PAL0183140701,87700,55700,4500,2
PAL0183140702,87700,56600,4500,2
PAL0183140703,87700,57500,4500,2
PAL0183140901,87700,55700,6000,2
PAL0183140902,87700,56600,6000,2
PAL0183140903,87700,57500,6000,2
PAL0183141101,87700,55700,7500,2
PAL0183141102,87700,56600,7500,2
PAL0183141103,87700,57500,7500,2
PAL0183141301,87700,55700,9000,2
PAL0183141302,87700,56600,9000,2
PAL0183141303,87700,57500,9000,2
PAL0183141501,87700,55700,10500,2
PAL0183141502,87700,56600,10500,2
PAL0183141503,87700,57500,10500,2
PAL0183150101,83000,58400,0,4
PAL0183150102,83000,59300,0,4
PAL0183150301,83000,58400,1500,4
PAL0183150302,83000,59300,1500,4
PAL0183150501,83000,58400,3000,4
PAL0183150502,83000,59300,3000,4
PAL0183150701,83000,58400,4500,4
PAL0183150702,83000,59300,4500,4
PAL0183150901,83000,58400,6000,4
PAL0183150902,83000,59300,6000,4
PAL0183151101,83000,58400,7500,4
PAL0183151102,83000,59300,7500,4
PAL0183151301,83000,58400,9000,4
PAL0183151302,83000,59300,9000,4
PAL0183151501,83000,58400,10500,4
PAL0183151502,83000,59300,10500,4
PAL0183160102,87700,59300,0,2
PAL0183160103,87700,60200,0,2
PAL0183160302,87700,59300,1500,2
PAL0183160303,87700,60200,1500,2
PAL0183160502,87700,59300,3000,2
PAL0183160503,87700,60200,3000,2
PAL0183160702,87700,59300,4500,2
PAL0183160703,87700,60200,4500,2
PAL0183160902,87700,59300,6000,2
PAL0183160903,87700,60200,6000,2
PAL0183161102,87700,59300,7500,2
PAL0183161103,87700,60200,7500,2
PAL0183161302,87700,59300,9000,2
PAL0183161303,87700,60200,9000,2
PAL0183161502,87700,59300,10500,2
PAL0183161503,87700,60200,10500,2
PAL0192010101,89000,0,0,4
PAL0192010102,89000,900,0,4
PAL0192010103,89000,1800,0,4
PAL0192010301,89000,0,1500,4
PAL0192010302,89000,900,1500,4
PAL0192010303,89000,1800,1500,4
PAL0192010501,89000,0,3000,4
PAL0192010502,89000,900,3000,4
PAL0192010503,89000,1800,3000,4
PAL0192010701,89000,0,4500,4
PAL0192010702,89000,900,4500,4
PAL0192010703,89000,1800,4500,4
PAL0192010901,89000,0,6000,4
PAL0192010902,89000,900,6000,4
PAL0192010903,89000,1800,6000,4
PAL0192011101,89000,0,7500,4
PAL0192011102,89000,900,7500,4
PAL0192011103,89000,1800,7500,4
PAL0192011301,89000,0,9000,4
PAL0192011302,89000,900,9000,4
PAL0192011303,89000,1800,9000,4
PAL0192011501,89000,0,10500,4
PAL0192011502,89000,900,10500,4
PAL0192011503,89000,1800,10500,4
PAL0192020101,93700,0,0,2
PAL0192020102,93700,900,0,2
PAL0192020103,93700,1800,0,2
PAL0192020301,93700,0,1500,2
PAL0192020302,93700,900,1500,2
PAL0192020303,93700,1800,1500,2
PAL0192020501,93700,0,3000,2
PAL0192020502,93700,900,3000,2
PAL0192020503,93700,1800,3000,2
PAL0192020701,93700,0,4500,2
PAL0192020702,93700,900,4500,2
PAL0192020703,93700,1800,4500,2
PAL0192020901,93700,0,6000,2
PAL0192020902,93700,900,6000,2
PAL0192020903,93700,1800,6000,2
PAL0192021101,93700,0,7500,2
PAL0192021102,93700,900,7500,2
PAL0192021103,93700,1800,7500,2
PAL0192021301,93700,0,9000,2
PAL0192021302,93700,900,9000,2
PAL0192021303,93700,1800,9000,2
PAL0192021501,93700,0,10500,2
PAL0192021502,93700,900,10500,2
PAL0192021503,93700,1800,10500,2
PAL0192030101,89000,2700,0,4
PAL0192030102,89000,3600,0,4
PAL0192030103,89000,4500,0,4
PAL0192030301,89000,2700,1500,4
PAL0192030302,89000,3600,1500,4
PAL0192030303,89000,4500,1500,4
PAL0192030501,89000,2700,3000,4
PAL0192030502,89000,3600,3000,4
PAL0192030503,89000,4500,3000,4
PAL0192030701,89000,2700,4500,4
PAL0192030702,89000,3600,4500,4
PAL0192030703,89000,4500,4500,4
PAL0192030901,89000,2700,6000,4
PAL0192030902,89000,3600,6000,4
PAL0192030903,89000,4500,6000,4
PAL0192031101,89000,2700,7500,4
PAL0192031102,89000,3600,7500,4
PAL0192031103,89000,4500,7500,4
PAL0192031301,89000,2700,9000,4
PAL0192031302,89000,3600,9000,4
PAL0192031303,89000,4500,9000,4
PAL0192031501,89000,2700,10500,4
PAL0192031502,89000,3600,10500,4
PAL0192031503,89000,4500,10500,4
PAL0192040101,93700,2700,0,2
PAL0192040102,93700,3600,0,2
PAL0192040103,93700,4500,0,2
PAL0192040301,93700,2700,1500,2
PAL0192040302,93700,3600,1500,2
PAL0192040303,93700,4500,1500,2
PAL0192040501,93700,2700,3000,2
PAL0192040502,93700,3600,3000,2
PAL0192040503,93700,4500,3000,2
PAL0192040701,93700,2700,4500,2
PAL0192040702,93700,3600,4500,2
PAL0192040703,93700,4500,4500,2
PAL0192040901,93700,2700,6000,2
PAL0192040902,93700,3600,6000,2
PAL0192040903,93700,4500,6000,2
PAL0192041101,93700,2700,7500,2
PAL0192041102,93700,3600,7500,2
PAL0192041103,93700,4500,7500,2
PAL0192041301,93700,2700,9000,2
PAL0192041302,93700,3600,9000,2
PAL0192041303,93700,4500,9000,2
PAL0192041501,93700,2700,10500,2
PAL0192041502,93700,3600,10500,2
PAL0192041503,93700,4500,10500,2
PAL0192050101,89000,5400,0,4
PAL0192050102,89000,6300,0,4
PAL0192050103,89000,7200,0,4
PAL0192050301,89000,5400,1500,4
PAL0192050302,89000,6300,1500,4
PAL0192050303,89000,7200,1500,4
PAL0192050501,89000,5400,3000,4
PAL0192050502,89000,6300,3000,4
PAL0192050503,89000,7200,3000,4
PAL0192050701,89000,5400,4500,4
PAL0192050702,89000,6300,4500,4
PAL0192050703,89000,7200,4500,4
PAL0192050901,89000,5400,6000,4
PAL0192050902,89000,6300,6000,4
PAL0192050903,89000,7200,6000,4
PAL0192051101,89000,5400,7500,4
PAL0192051102,89000,6300,7500,4
PAL0192051103,89000,7200,7500,4
PAL0192051301,89000,5400,9000,4
PAL0192051302,89000,6300,9000,4
PAL0192051303,89000,7200,9000,4
PAL0192051501,89000,5400,10500,4
PAL0192051502,89000,6300,10500,4
PAL0192051503,89000,7200,10500,4
PAL0192060101,93700,5400,0,2
PAL0192060102,93700,6300,0,2
PAL0192060103,93700,7200,0,2
PAL0192060301,93700,5400,1500,2
PAL0192060302,93700,6300,1500,2
PAL0192060303,93700,7200,1500,2
PAL0192060501,93700,5400,3000,2
PAL0192060502,93700,6300,3000,2
PAL0192060503,93700,7200,3000,2
PAL0192060701,93700,5400,4500,2
PAL0192060702,93700,6300,4500,2
PAL0192060703,93700,7200,4500,2
PAL0192060901,93700,5400,6000,2
PAL0192060902,93700,6300,6000,2
PAL0192060903,93700,7200,6000,2
PAL0192061101,93700,5400,7500,2
PAL0192061102,93700,6300,7500,2
PAL0192061103,93700,7200,7500,2
PAL0192061301,93700,5400,9000,2
PAL0192061302,93700,6300,9000,2
PAL0192061303,93700,7200,9000,2
PAL0192061501,93700,5400,10500,2
PAL0192061502,93700,6300,10500,2
PAL0192061503,93700,7200,10500,2
PAL0192070101,89000,8100,0,4
PAL0192070102,89000,9000,0,4
PAL0192070103,89000,9900,0,4
PAL0192070301,89000,8100,1500,4
PAL0192070302,89000,9000,1500,4
PAL0192070303,89000,9900,1500,4
PAL0192070501,89000,8100,3000,4
PAL0192070502,89000,9000,3000,4
PAL0192070503,89000,9900,3000,4
PAL0192070701,89000,8100,4500,4
PAL0192070702,89000,9000,4500,4
PAL0192070703,89000,9900,4500,4
PAL0192070901,89000,8100,6000,4
PAL0192070902,89000,9000,6000,4
PAL0192070903,89000,9900,6000,4
PAL0192071101,89000,8100,7500,4
PAL0192071102,89000,9000,7500,4
PAL0192071103,89000,9900,7500,4
PAL0192071301,89000,8100,9000,4
PAL0192071302,89000,9000,9000,4
PAL0192071303,89000,9900,9000,4
PAL0192071501,89000,8100,10500,4
PAL0192071502,89000,9000,10500,4
PAL0192071503,89000,9900,10500,4
PAL0192080101,93700,8100,0,2
PAL0192080102,93700,9000,0,2
PAL0192080103,93700,9900,0,2
PAL0192080301,93700,8100,1500,2
PAL0192080302,93700,9000,1500,2
PAL0192080303,93700,9900,1500,2
PAL0192080501,93700,8100,3000,2
PAL0192080502,93700,9000,3000,2
PAL0192080503,93700,9900,3000,2
PAL0192080701,93700,8100,4500,2
PAL0192080702,93700,9000,4500,2
PAL0192080703,93700,9900,4500,2
PAL0192080901,93700,8100,6000,2
PAL0192080902,93700,9000,6000,2
PAL0192080903,93700,9900,6000,2
PAL0192081101,93700,8100,7500,2
PAL0192081102,93700,9000,7500,2
PAL0192081103,93700,9900,7500,2
PAL0192081301,93700,8100,9000,2
PAL0192081302,93700,9000,9000,2
PAL0192081303,93700,9900,9000,2
PAL0192081501,93700,8100,10500,2
PAL0192081502,93700,9000,10500,2
PAL0192081503,93700,9900,10500,2
PAL0192090101,89000,10800,0,4
PAL0192090102,89000,11700,0,4
PAL0192090103,89000,12600,0,4
PAL0192090301,89000,10800,1500,4
PAL0192090302,89000,11700,1500,4
PAL0192090303,89000,12600,1500,4
PAL0192090501,89000,10800,3000,4
PAL0192090502,89000,11700,3000,4
PAL0192090503,89000,12600,3000,4
PAL0192090701,89000,10800,4500,4
PAL0192090702,89000,11700,4500,4
PAL0192090703,89000,12600,4500,4
PAL0192090901,89000,10800,6000,4
PAL0192090902,89000,11700,6000,4
PAL0192090903,89000,12600,6000,4
PAL0192091101,89000,10800,7500,4
PAL0192091102,89000,11700,7500,4
PAL0192091103,89000,12600,7500,4
PAL0192091301,89000,10800,9000,4
PAL0192091302,89000,11700,9000,4
PAL0192091303,89000,12600,9000,4
PAL0192091501,89000,10800,10500,4
PAL0192091502,89000,11700,10500,4
PAL0192091503,89000,12600,10500,4
PAL0192100101,93700,10800,0,2
PAL0192100102,93700,11700,0,2
PAL0192100103,93700,12600,0,2
PAL0192100301,93700,10800,1500,2
PAL0192100302,93700,11700,1500,2
PAL0192100303,93700,12600,1500,2
PAL0192100501,93700,10800,3000,2
PAL0192100502,93700,11700,3000,2
PAL0192100503,93700,12600,3000,2
PAL0192100701,93700,10800,4500,2
PAL0192100702,93700,11700,4500,2
PAL0192100703,93700,12600,4500,2
PAL0192100901,93700,10800,6000,2
PAL0192100902,93700,11700,6000,2
PAL0192100903,93700,12600,6000,2
PAL0192101101,93700,10800,7500,2
PAL0192101102,93700,11700,7500,2
PAL0192101103,93700,12600,7500,2
PAL0192101301,93700,10800,9000,2
PAL0192101302,93700,11700,9000,2
PAL0192101303,93700,12600,9000,2
PAL0192101501,93700,10800,10500,2
PAL0192101502,93700,11700,10500,2
PAL0192101503,93700,12600,10500,2
PAL0192110101,89000,13500,0,4
PAL0192110102,89000,14400,0,4
PAL0192110103,89000,15300,0,4
PAL0192110301,89000,13500,1500,4
PAL0192110302,89000,14400,1500,4
PAL0192110303,89000,15300,1500,4
PAL0192110501,89000,13500,3000,4
PAL0192110502,89000,14400,3000,4
PAL0192110503,89000,15300,3000,4
PAL0192110701,89000,13500,4500,4
PAL0192110702,89000,14400,4500,4
PAL0192110703,89000,15300,4500,4
PAL0192110901,89000,13500,6000,4
PAL0192110902,89000,14400,6000,4
PAL0192110903,89000,15300,6000,4
PAL0192111101,89000,13500,7500,4
PAL0192111102,89000,14400,7500,4
PAL0192111103,89000,15300,7500,4
PAL0192111301,89000,13500,9000,4
PAL0192111302,89000,14400,9000,4
PAL0192111303,89000,15300,9000,4
PAL0192111501,89000,13500,10500,4
PAL0192111502,89000,14400,10500,4
PAL0192111503,89000,15300,10500,4
PAL0192120101,93700,13500,0,2
PAL0192120102,93700,14400,0,2
PAL0192120103,93700,15300,0,2
PAL0192120301,93700,13500,1500,2
PAL0192120302,93700,14400,1500,2
PAL0192120303,93700,15300,1500,2
PAL0192120501,93700,13500,3000,2
PAL0192120502,93700,14400,3000,2
PAL0192120503,93700,15300,3000,2
PAL0192120701,93700,13500,4500,2
PAL0192120702,93700,14400,4500,2
PAL0192120703,93700,15300,4500,2
PAL0192120901,93700,13500,6000,2
PAL0192120902,93700,14400,6000,2
PAL0192120903,93700,15300,6000,2
PAL0192121101,93700,13500,7500,2
PAL0192121102,93700,14400,7500,2
PAL0192121103,93700,15300,7500,2
PAL0192121301,93700,13500,9000,2
PAL0192121302,93700,14400,9000,2
PAL0192121303,93700,15300,9000,2
PAL0192121501,93700,13500,10500,2
PAL0192121502,93700,14400,10500,2
PAL0192121503,93700,15300,10500,2
PAL0192130101,89000,16200,0,4
PAL0192130102,89000,17100,0,4
PAL0192130103,89000,18000,0,4
PAL0192130301,89000,16200,1500,4
PAL0192130302,89000,17100,1500,4
PAL0192130303,89000,18000,1500,4
PAL0192130501,89000,16200,3000,4
PAL0192130502,89000,17100,3000,4
PAL0192130503,89000,18000,3000,4
PAL0192130701,89000,16200,4500,4
PAL0192130702,89000,17100,4500,4
PAL0192130703,89000,18000,4500,4
PAL0192130901,89000,16200,6000,4
PAL0192130902,89000,17100,6000,4
PAL0192130903,89000,18000,6000,4
PAL0192131101,89000,16200,7500,4
PAL0192131102,89000,17100,7500,4
PAL0192131103,89000,18000,7500,4
PAL0192131301,89000,16200,9000,4
PAL0192131302,89000,17100,9000,4
PAL0192131303,89000,18000,9000,4
PAL0192131501,89000,16200,10500,4
PAL0192131502,89000,17100,10500,4
PAL0192131503,89000,18000,10500,4
PAL0192140101,93700,16200,0,2
PAL0192140102,93700,17100,0,2
PAL0192140103,93700,18000,0,2
PAL0192140301,93700,16200,1500,2
PAL0192140302,93700,17100,1500,2
PAL0192140303,93700,18000,1500,2
PAL0192140501,93700,16200,3000,2
PAL0192140502,93700,17100,3000,2
PAL0192140503,93700,18000,3000,2
PAL0192140701,93700,16200,4500,2
PAL0192140702,93700,17100,4500,2
PAL0192140703,93700,18000,4500,2
PAL0192140901,93700,16200,6000,2
PAL0192140902,93700,17100,6000,2
PAL0192140903,93700,18000,6000,2
PAL0192141101,93700,16200,7500,2
PAL0192141102,93700,17100,7500,2
PAL0192141103,93700,18000,7500,2
PAL0192141301,93700,16200,9000,2
PAL0192141302,93700,17100,9000,2
PAL0192141303,93700,18000,9000,2
PAL0192141501,93700,16200,10500,2
PAL0192141502,93700,17100,10500,2
PAL0192141503,93700,18000,10500,2
PAL0192150101,89000,18900,0,4
PAL0192150102,89000,19800,0,4
PAL0192150103,89000,20700,0,4
PAL0192150301,89000,18900,1500,4
PAL0192150302,89000,19800,1500,4
PAL0192150303,89000,20700,1500,4
PAL0192150501,89000,18900,3000,4
PAL0192150502,89000,19800,3000,4
PAL0192150503,89000,20700,3000,4
PAL0192150701,89000,18900,4500,4
PAL0192150702,89000,19800,4500,4
PAL0192150703,89000,20700,4500,4
PAL0192150901,89000,18900,6000,4
PAL0192150902,89000,19800,6000,4
PAL0192150903,89000,20700,6000,4
PAL0192151101,89000,18900,7500,4
PAL0192151102,89000,19800,7500,4
PAL0192151103,89000,20700,7500,4
PAL0192151301,89000,18900,9000,4
PAL0192151302,89000,19800,9000,4
PAL0192151303,89000,20700,9000,4
PAL0192151501,89000,18900,10500,4
PAL0192151502,89000,19800,10500,4
PAL0192151503,89000,20700,10500,4
PAL0192160101,93700,18900,0,2
PAL0192160102,93700,19800,0,2
PAL0192160103,93700,20700,0,2
PAL0192160301,93700,18900,1500,2
PAL0192160302,93700,19800,1500,2
PAL0192160303,93700,20700,1500,2
PAL0192160501,93700,18900,3000,2
PAL0192160502,93700,19800,3000,2
PAL0192160503,93700,20700,3000,2
PAL0192160701,93700,18900,4500,2
PAL0192160702,93700,19800,4500,2
PAL0192160703,93700,20700,4500,2
PAL0192160901,93700,18900,6000,2
PAL0192160902,93700,19800,6000,2
PAL0192160903,93700,20700,6000,2
PAL0192161101,93700,18900,7500,2
PAL0192161102,93700,19800,7500,2
PAL0192161103,93700,20700,7500,2
PAL0192161301,93700,18900,9000,2
PAL0192161302,93700,19800,9000,2
PAL0192161303,93700,20700,9000,2
PAL0192161501,93700,18900,10500,2
PAL0192161502,93700,19800,10500,2
PAL0192161503,93700,20700,10500,2
PAL0192170101,89000,21600,0,4
PAL0192170102,89000,22500,0,4
PAL0192170103,89000,23400,0,4
PAL0192170301,89000,21600,1500,4
PAL0192170302,89000,22500,1500,4
PAL0192170303,89000,23400,1500,4
PAL0192170501,89000,21600,3000,4
PAL0192170502,89000,22500,3000,4
PAL0192170503,89000,23400,3000,4
PAL0192170701,89000,21600,4500,4
PAL0192170702,89000,22500,4500,4
PAL0192170703,89000,23400,4500,4
PAL0192170901,89000,21600,6000,4
PAL0192170902,89000,22500,6000,4
PAL0192170903,89000,23400,6000,4
PAL0192171101,89000,21600,7500,4
PAL0192171102,89000,22500,7500,4
PAL0192171103,89000,23400,7500,4
PAL0192171301,89000,21600,9000,4
PAL0192171302,89000,22500,9000,4
PAL0192171303,89000,23400,9000,4
PAL0192171501,89000,21600,10500,4
PAL0192171502,89000,22500,10500,4
PAL0192171503,89000,23400,10500,4
PAL0192180101,93700,21600,0,2
PAL0192180102,93700,22500,0,2
PAL0192180103,93700,23400,0,2
PAL0192180301,93700,21600,1500,2
PAL0192180302,93700,22500,1500,2
PAL0192180303,93700,23400,1500,2
PAL0192180501,93700,21600,3000,2
PAL0192180502,93700,22500,3000,2
PAL0192180503,93700,23400,3000,2
PAL0192180701,93700,21600,4500,2
PAL0192180702,93700,22500,4500,2
PAL0192180703,93700,23400,4500,2
PAL0192180901,93700,21600,6000,2
PAL0192180902,93700,22500,6000,2
PAL0192180903,93700,23400,6000,2
PAL0192181101,93700,21600,7500,2
PAL0192181102,93700,22500,7500,2
PAL0192181103,93700,23400,7500,2
PAL0192181301,93700,21600,9000,2
PAL0192181302,93700,22500,9000,2
PAL0192181303,93700,23400,9000,2
PAL0192181501,93700,21600,10500,2
PAL0192181502,93700,22500,10500,2
PAL0192181503,93700,23400,10500,2
PAL0192190101,89000,24200,0,4
PAL0192190102,89000,25100,0,4
PAL0192190103,89000,26000,0,4
PAL0192190301,89000,24200,1500,4
PAL0192190302,89000,25100,1500,4
PAL0192190303,89000,26000,1500,4
PAL0192190501,89000,24200,3000,4
PAL0192190502,89000,25100,3000,4
PAL0192190503,89000,26000,3000,4
PAL0192190701,89000,24200,4500,4
PAL0192190702,89000,25100,4500,4
PAL0192190703,89000,26000,4500,4
PAL0192190901,89000,24200,6000,4
PAL0192190902,89000,25100,6000,4
PAL0192190903,89000,26000,6000,4
PAL0192191101,89000,24200,7500,4
PAL0192191102,89000,25100,7500,4
PAL0192191103,89000,26000,7500,4
PAL0192191301,89000,24200,9000,4
PAL0192191302,89000,25100,9000,4
PAL0192191303,89000,26000,9000,4
PAL0192191501,89000,24200,10500,4
PAL0192191502,89000,25100,10500,4
